id,left,top,right,bottom,NYECount,Dec1count
323,1109969.889,5963156.1482,1119969.889,5953156.1482,,
324,1109969.889,5953156.1482,1119969.889,5943156.1482,,
325,1109969.889,5943156.1482,1119969.889,5933156.1482,,
326,1109969.889,5933156.1482,1119969.889,5923156.1482,,
327,1109969.889,5923156.1482,1119969.889,5913156.1482,,
328,1109969.889,5913156.1482,1119969.889,5903156.1482,,
329,1109969.889,5903156.1482,1119969.889,5893156.1482,,
330,1109969.889,5893156.1482,1119969.889,5883156.1482,,
331,1109969.889,5883156.1482,1119969.889,5873156.1482,,
332,1109969.889,5873156.1482,1119969.889,5863156.1482,,
333,1109969.889,5863156.1482,1119969.889,5853156.1482,,
334,1109969.889,5853156.1482,1119969.889,5843156.1482,,
335,1109969.889,5843156.1482,1119969.889,5833156.1482,,
336,1109969.889,5833156.1482,1119969.889,5823156.1482,,
337,1109969.889,5823156.1482,1119969.889,5813156.1482,,
338,1109969.889,5813156.1482,1119969.889,5803156.1482,,
339,1109969.889,5803156.1482,1119969.889,5793156.1482,,
340,1109969.889,5793156.1482,1119969.889,5783156.1482,,
341,1109969.889,5783156.1482,1119969.889,5773156.1482,,
342,1109969.889,5773156.1482,1119969.889,5763156.1482,,
343,1109969.889,5763156.1482,1119969.889,5753156.1482,,
344,1109969.889,5753156.1482,1119969.889,5743156.1482,,
345,1109969.889,5743156.1482,1119969.889,5733156.1482,,
346,1109969.889,5733156.1482,1119969.889,5723156.1482,,
347,1109969.889,5723156.1482,1119969.889,5713156.1482,,
348,1109969.889,5713156.1482,1119969.889,5703156.1482,,
349,1109969.889,5703156.1482,1119969.889,5693156.1482,,
350,1109969.889,5693156.1482,1119969.889,5683156.1482,,
351,1109969.889,5683156.1482,1119969.889,5673156.1482,,
352,1109969.889,5673156.1482,1119969.889,5663156.1482,,
353,1109969.889,5663156.1482,1119969.889,5653156.1482,,
354,1109969.889,5653156.1482,1119969.889,5643156.1482,,
355,1109969.889,5643156.1482,1119969.889,5633156.1482,,
356,1109969.889,5633156.1482,1119969.889,5623156.1482,,
357,1109969.889,5623156.1482,1119969.889,5613156.1482,,
358,1109969.889,5613156.1482,1119969.889,5603156.1482,,
359,1109969.889,5603156.1482,1119969.889,5593156.1482,,
360,1109969.889,5593156.1482,1119969.889,5583156.1482,,
361,1109969.889,5583156.1482,1119969.889,5573156.1482,,
362,1109969.889,5573156.1482,1119969.889,5563156.1482,,
363,1109969.889,5563156.1482,1119969.889,5553156.1482,,
364,1109969.889,5553156.1482,1119969.889,5543156.1482,,
365,1109969.889,5543156.1482,1119969.889,5533156.1482,,
366,1109969.889,5533156.1482,1119969.889,5523156.1482,,
367,1109969.889,5523156.1482,1119969.889,5513156.1482,,
368,1109969.889,5513156.1482,1119969.889,5503156.1482,,
369,1109969.889,5503156.1482,1119969.889,5493156.1482,,
370,1109969.889,5493156.1482,1119969.889,5483156.1482,,
371,1109969.889,5483156.1482,1119969.889,5473156.1482,,
372,1109969.889,5473156.1482,1119969.889,5463156.1482,,
373,1109969.889,5463156.1482,1119969.889,5453156.1482,,
374,1109969.889,5453156.1482,1119969.889,5443156.1482,,
375,1109969.889,5443156.1482,1119969.889,5433156.1482,,
376,1109969.889,5433156.1482,1119969.889,5423156.1482,,
377,1109969.889,5423156.1482,1119969.889,5413156.1482,,
378,1109969.889,5413156.1482,1119969.889,5403156.1482,,
379,1109969.889,5403156.1482,1119969.889,5393156.1482,,
380,1109969.889,5393156.1482,1119969.889,5383156.1482,,
381,1109969.889,5383156.1482,1119969.889,5373156.1482,,
382,1109969.889,5373156.1482,1119969.889,5363156.1482,,
383,1109969.889,5363156.1482,1119969.889,5353156.1482,,
384,1109969.889,5353156.1482,1119969.889,5343156.1482,,
385,1109969.889,5343156.1482,1119969.889,5333156.1482,,
386,1109969.889,5333156.1482,1119969.889,5323156.1482,,
387,1109969.889,5323156.1482,1119969.889,5313156.1482,,
388,1109969.889,5313156.1482,1119969.889,5303156.1482,,
389,1109969.889,5303156.1482,1119969.889,5293156.1482,,
390,1109969.889,5293156.1482,1119969.889,5283156.1482,,
391,1109969.889,5283156.1482,1119969.889,5273156.1482,,
392,1109969.889,5273156.1482,1119969.889,5263156.1482,,
393,1109969.889,5263156.1482,1119969.889,5253156.1482,,
394,1109969.889,5253156.1482,1119969.889,5243156.1482,,
395,1109969.889,5243156.1482,1119969.889,5233156.1482,,
396,1109969.889,5233156.1482,1119969.889,5223156.1482,,
397,1109969.889,5223156.1482,1119969.889,5213156.1482,,
398,1109969.889,5213156.1482,1119969.889,5203156.1482,,
399,1109969.889,5203156.1482,1119969.889,5193156.1482,,
400,1109969.889,5193156.1482,1119969.889,5183156.1482,,
401,1109969.889,5183156.1482,1119969.889,5173156.1482,,
402,1109969.889,5173156.1482,1119969.889,5163156.1482,,
403,1109969.889,5163156.1482,1119969.889,5153156.1482,,
404,1109969.889,5153156.1482,1119969.889,5143156.1482,,
405,1109969.889,5143156.1482,1119969.889,5133156.1482,,
406,1109969.889,5133156.1482,1119969.889,5123156.1482,,
407,1109969.889,5123156.1482,1119969.889,5113156.1482,,
408,1109969.889,5113156.1482,1119969.889,5103156.1482,,
409,1109969.889,5103156.1482,1119969.889,5093156.1482,,
410,1109969.889,5093156.1482,1119969.889,5083156.1482,,
411,1109969.889,5083156.1482,1119969.889,5073156.1482,,
412,1109969.889,5073156.1482,1119969.889,5063156.1482,,
413,1109969.889,5063156.1482,1119969.889,5053156.1482,,
414,1109969.889,5053156.1482,1119969.889,5043156.1482,,
415,1109969.889,5043156.1482,1119969.889,5033156.1482,,
416,1109969.889,5033156.1482,1119969.889,5023156.1482,,
417,1109969.889,5023156.1482,1119969.889,5013156.1482,,
418,1109969.889,5013156.1482,1119969.889,5003156.1482,,
