id,left,top,right,bottom,NYECount,Dec1count
4518,2166556.9662,4887864.9471,2176556.9662,4837864.9471,,
4519,2166556.9662,4837864.9471,2176556.9662,4787864.9471,,
4520,2166556.9662,4787864.9471,2176556.9662,4737864.9471,,
4521,2166556.9662,4737864.9471,2176556.9662,4687864.9471,,
4522,2166556.9662,4687864.9471,2176556.9662,4637864.9471,,
4523,2176556.9662,6337864.9471,2186556.9662,6287864.9471,,
4524,2176556.9662,6287864.9471,2186556.9662,6237864.9471,,
4525,2176556.9662,6237864.9471,2186556.9662,6187864.9471,,
4526,2176556.9662,6187864.9471,2186556.9662,6137864.9471,,
4527,2176556.9662,6137864.9471,2186556.9662,6087864.9471,,
4528,2176556.9662,6087864.9471,2186556.9662,6037864.9471,,
4529,2176556.9662,6037864.9471,2186556.9662,5987864.9471,,
4530,2176556.9662,5987864.9471,2186556.9662,5937864.9471,,
4531,2176556.9662,5937864.9471,2186556.9662,5887864.9471,,
4532,2176556.9662,5887864.9471,2186556.9662,5837864.9471,,
4533,2176556.9662,5837864.9471,2186556.9662,5787864.9471,,
4534,2176556.9662,5787864.9471,2186556.9662,5737864.9471,,
4535,2176556.9662,5737864.9471,2186556.9662,5687864.9471,,
4536,2176556.9662,5687864.9471,2186556.9662,5637864.9471,,
4537,2176556.9662,5637864.9471,2186556.9662,5587864.9471,,
4538,2176556.9662,5587864.9471,2186556.9662,5537864.9471,,
4539,2176556.9662,5537864.9471,2186556.9662,5487864.9471,,
4540,2176556.9662,5487864.9471,2186556.9662,5437864.9471,,
4541,2176556.9662,5437864.9471,2186556.9662,5387864.9471,,
